Gene_1_ENSG|Gene_2_ENSG|DB_or_Algorithm|Supporting_PMID(s)
ENSG00000080561|ENSG00000140481|(HuRI)|32296183
ENSG00000080561|ENSG00000140859|(HuRI)|32296183
ENSG00000080561|ENSG00000141013|(HuRI)|32296183
ENSG00000080561|ENSG00000141570|(HuRI)|32296183
ENSG00000080561|ENSG00000142611|(HuRI)|32296183
ENSG00000080561|ENSG00000143013|(HuRI)|32296183
ENSG00000080561|ENSG00000143382|(HuRI)|32296183
ENSG00000080561|ENSG00000143793|(HuRI)|32296183
ENSG00000080561|ENSG00000143845|(HuRI)|32296183
ENSG00000080561|ENSG00000145832|(HuRI)|32296183
ENSG00000080561|ENSG00000145945|(HuRI)|32296183
ENSG00000080561|ENSG00000145982|(HuRI)|32296183
ENSG00000080561|ENSG00000146063|(HuRI)|32296183
ENSG00000080561|ENSG00000146112|(HuRI)|32296183
ENSG00000080561|ENSG00000147144|(HuRI)|32296183
ENSG00000080561|ENSG00000147533|(HuRI)|32296183
ENSG00000080561|ENSG00000153048|(HuRI)|32296183
ENSG00000080561|ENSG00000154359|(HuRI)|32296183
ENSG00000080561|ENSG00000154710|(HuRI)|32296183
ENSG00000080561|ENSG00000155313|(HuRI)|32296183
ENSG00000080561|ENSG00000156050|(HuRI)|32296183
ENSG00000080561|ENSG00000158079|(HuRI)|32296183
ENSG00000080561|ENSG00000158691|(HuRI)|32296183
ENSG00000080561|ENSG00000159069|(HuRI)|32296183
ENSG00000080561|ENSG00000160917|(HuRI)|32296183
ENSG00000080561|ENSG00000161405|(HuRI)|32296183
ENSG00000080561|ENSG00000161940|(HuRI)|32296183
ENSG00000080561|ENSG00000161973|(HuRI)|32296183
ENSG00000080561|ENSG00000162924|(HuRI)|32296183
ENSG00000080561|ENSG00000163395|(HuRI)|32296183
ENSG00000080561|ENSG00000164188|(HuRI)|32296183
ENSG00000080561|ENSG00000164463|(HuRI)|32296183
ENSG00000080561|ENSG00000164949|(HuRI)|32296183
ENSG00000080561|ENSG00000165259|(HuRI)|32296183
ENSG00000080561|ENSG00000165792|(HuRI)|32296183
ENSG00000080561|ENSG00000165802|(HuRI)|32296183
ENSG00000080561|ENSG00000166348|(HuRI)|32296183
ENSG00000080561|ENSG00000167858|(HuRI)|32296183
ENSG00000080561|ENSG00000168763|(HuRI)|32296183
ENSG00000080561|ENSG00000169683|(HuRI)|32296183
ENSG00000080561|ENSG00000169951|(HuRI)|32296183
ENSG00000080561|ENSG00000170035|(HuRI)|32296183
ENSG00000080561|ENSG00000170264|(HuRI)|32296183
ENSG00000080561|ENSG00000170454|(HuRI)|32296183
ENSG00000080561|ENSG00000170689|(HuRI)|32296183
ENSG00000080561|ENSG00000170788|(HuRI)|32296183
ENSG00000080561|ENSG00000171295|(HuRI)|32296183
ENSG00000080561|ENSG00000171446|(HuRI)|32296183
ENSG00000080561|ENSG00000171847|(HuRI)|32296183
ENSG00000080561|ENSG00000172053|(HuRI)|32296183
ENSG00000080561|ENSG00000172349|(HuRI)|32296183
ENSG00000080561|ENSG00000172889|(HuRI)|32296183
ENSG00000080561|ENSG00000173421|(HuRI)|32296183
ENSG00000080561|ENSG00000173480|(HuRI)|32296183
ENSG00000080561|ENSG00000173917|(HuRI)|32296183
ENSG00000080561|ENSG00000174586|(HuRI)|32296183
ENSG00000080561|ENSG00000174652|(HuRI)|32296183
ENSG00000080561|ENSG00000175213|(HuRI)|32296183
ENSG00000080561|ENSG00000175376|(HuRI)|32296183
ENSG00000080561|ENSG00000176619|(HuRI)|32296183
ENSG00000080561|ENSG00000176896|(HuRI)|32296183
ENSG00000080561|ENSG00000178395|(HuRI)|32296183
ENSG00000080561|ENSG00000178935|(HuRI)|32296183
ENSG00000080561|ENSG00000179562|(HuRI)|32296183
ENSG00000080561|ENSG00000179627|(HuRI)|32296183
ENSG00000080561|ENSG00000179922|(HuRI)|32296183
ENSG00000080561|ENSG00000179930|(HuRI)|32296183
ENSG00000080561|ENSG00000180096|(HuRI)|32296183
ENSG00000080561|ENSG00000180884|(HuRI)|32296183
ENSG00000080561|ENSG00000182247|(HuRI)|32296183
ENSG00000080561|ENSG00000183621|(HuRI)|32296183
ENSG00000080561|ENSG00000183690|(HuRI)|32296183
ENSG00000080561|ENSG00000184436|(HuRI)|32296183
ENSG00000080561|ENSG00000185069|(HuRI)|32296183
ENSG00000080561|ENSG00000185522|(HuRI)|32296183
ENSG00000080561|ENSG00000185730|(HuRI)|32296183
ENSG00000080561|ENSG00000185880|(HuRI)|32296183
ENSG00000080561|ENSG00000186628|(HuRI)|32296183
ENSG00000080561|ENSG00000187559|(HuRI)|32296183
ENSG00000080561|ENSG00000187796|(HuRI)|32296183
ENSG00000080561|ENSG00000188295|(HuRI)|32296183
ENSG00000080561|ENSG00000188629|(HuRI)|32296183
ENSG00000080561|ENSG00000196391|(HuRI)|32296183
ENSG00000080561|ENSG00000196418|(HuRI)|32296183
ENSG00000080561|ENSG00000196976|(HuRI)|32296183
ENSG00000080561|ENSG00000197114|(HuRI)|32296183
ENSG00000080561|ENSG00000197172|(HuRI)|32296183
ENSG00000080561|ENSG00000197256|(HuRI)|32296183
ENSG00000080561|ENSG00000197279|(HuRI)|32296183
ENSG00000080561|ENSG00000197283|(HuRI)|32296183
ENSG00000080561|ENSG00000198420|(HuRI)|32296183
ENSG00000080561|ENSG00000198466|(HuRI)|32296183
ENSG00000080561|ENSG00000198963|(HuRI)|32296183
ENSG00000080561|ENSG00000204438|(HuRI)|32296183
ENSG00000080561|ENSG00000204536|(HuRI)|32296183
ENSG00000080561|ENSG00000204889|(HuRI)|32296183
ENSG00000080561|ENSG00000215251|(HuRI)|32296183
ENSG00000080561|ENSG00000249709|(HuRI)|32296183
ENSG00000080561|ENSG00000260220|(HuRI)|32296183
ENSG00000080561|ENSG00000266412|(HuRI)|32296183
ENSG00000080561|ENSG00000269699|(HuRI)|32296183
ENSG00000080561|ENSG00000270011|(HuRI)|32296183
ENSG00000080561|ENSG00000270765|(HuRI)|32296183
ENSG00000080572|ENSG00000153823|(HuRI)|32296183
ENSG00000080572|ENSG00000162409|(HuRI)|32296183
ENSG00000080572|ENSG00000172977|(HuRI)|32296183
ENSG00000080572|ENSG00000198218|(HuRI)|32296183
ENSG00000080572|ENSG00000198860|(HuRI)|32296183
ENSG00000080572|ENSG00000204618|(HuRI)|32296183
ENSG00000080572|ENSG00000270765|(HuRI)|32296183
ENSG00000080802|ENSG00000136695|(HuRI)|32296183
ENSG00000080815|ENSG00000145283|(HuRI)|32296183
ENSG00000080815|ENSG00000205155|(HuRI)|32296183
ENSG00000080822|ENSG00000136247|(HuRI)|32296183
ENSG00000080822|ENSG00000156097|(HuRI)|32296183
ENSG00000080822|ENSG00000163464|(HuRI)|32296183
ENSG00000080845|ENSG00000109062|(HuRI)|32296183
ENSG00000080845|ENSG00000112214|(HuRI)|32296183
ENSG00000080845|ENSG00000132938|(HuRI)|32296183
ENSG00000080845|ENSG00000138443|(HuRI)|32296183
ENSG00000080845|ENSG00000150054|(HuRI)|32296183
ENSG00000080845|ENSG00000154447|(HuRI)|32296183
ENSG00000080845|ENSG00000154556|(HuRI)|32296183
ENSG00000080845|ENSG00000158092|(HuRI)|32296183
ENSG00000080845|ENSG00000160185|(HuRI)|32296183
ENSG00000080845|ENSG00000161618|(HuRI)|32296183
ENSG00000080845|ENSG00000171953|(HuRI)|32296183
ENSG00000080845|ENSG00000183386|(HuRI)|32296183
ENSG00000080845|ENSG00000197172|(HuRI)|32296183
ENSG00000080986|ENSG00000088808|(HuRI)|32296183
ENSG00000080986|ENSG00000100109|(HuRI)|32296183
ENSG00000080986|ENSG00000100554|(HuRI)|32296183
ENSG00000080986|ENSG00000116903|(HuRI)|32296183
ENSG00000080986|ENSG00000120860|(HuRI)|32296183
ENSG00000080986|ENSG00000127527|(HuRI)|32296183
ENSG00000080986|ENSG00000128272|(HuRI)|32296183
ENSG00000080986|ENSG00000128596|(HuRI)|32296183
ENSG00000080986|ENSG00000130307|(HuRI)|32296183
ENSG00000080986|ENSG00000130787|(HuRI)|32296183
ENSG00000080986|ENSG00000140859|(HuRI)|32296183
ENSG00000080986|ENSG00000143514|(HuRI)|32296183
ENSG00000080986|ENSG00000145901|(HuRI)|32296183
ENSG00000080986|ENSG00000153044|(HuRI)|32296183
ENSG00000080986|ENSG00000163634|(HuRI)|32296183
ENSG00000080986|ENSG00000164304|(HuRI)|32296183
ENSG00000080986|ENSG00000167110|(HuRI)|32296183
ENSG00000080986|ENSG00000170454|(HuRI)|32296183
ENSG00000080986|ENSG00000171446|(HuRI)|32296183
ENSG00000080986|ENSG00000176476|(HuRI)|32296183
ENSG00000080986|ENSG00000181404|(HuRI)|32296183
ENSG00000080986|ENSG00000182923|(HuRI)|32296183
ENSG00000080986|ENSG00000185359|(HuRI)|32296183
ENSG00000080986|ENSG00000187268|(HuRI)|32296183
ENSG00000080986|ENSG00000188282|(HuRI)|32296183
ENSG00000080986|ENSG00000197343|(HuRI)|32296183
ENSG00000080986|ENSG00000204536|(HuRI)|32296183
ENSG00000080986|ENSG00000223501|(HuRI)|32296183
ENSG00000081248|ENSG00000106511|(HuRI)|32296183
ENSG00000081248|ENSG00000162924|(HuRI)|32296183
ENSG00000081248|ENSG00000173581|(HuRI)|32296183
ENSG00000081248|ENSG00000197191|(HuRI)|32296183
ENSG00000081277|ENSG00000095066|(HuRI)|32296183
ENSG00000081277|ENSG00000100065|(HuRI)|32296183
ENSG00000081277|ENSG00000101624|(HuRI)|32296183
ENSG00000081277|ENSG00000160207|(HuRI)|32296183
ENSG00000081277|ENSG00000162069|(HuRI)|32296183
ENSG00000081277|ENSG00000167110|(HuRI)|32296183
ENSG00000081277|ENSG00000167604|(HuRI)|32296183
ENSG00000081377|ENSG00000131791|(HuRI)|32296183
ENSG00000081377|ENSG00000140259|(HuRI)|32296183
ENSG00000081377|ENSG00000185730|(HuRI)|32296183
ENSG00000081377|ENSG00000268988|(HuRI)|32296183
ENSG00000081721|ENSG00000100664|(HuRI)|32296183
ENSG00000081721|ENSG00000105404|(HuRI)|32296183
ENSG00000081721|ENSG00000134480|(HuRI)|32296183
ENSG00000081870|ENSG00000100360|(HuRI)|32296183
ENSG00000081870|ENSG00000115806|(HuRI)|32296183
ENSG00000081870|ENSG00000131323|(HuRI)|32296183
ENSG00000082126|ENSG00000175895|(HuRI)|32296183
ENSG00000082213|ENSG00000084463|(HuRI)|32296183
ENSG00000082213|ENSG00000130165|(HuRI)|32296183
ENSG00000082213|ENSG00000145358|(HuRI)|32296183
ENSG00000082397|ENSG00000268988|(HuRI)|32296183
ENSG00000082438|ENSG00000139644|(HuRI)|32296183
ENSG00000082458|ENSG00000105438|(HuRI)|32296183
ENSG00000082458|ENSG00000106682|(HuRI)|32296183
ENSG00000082458|ENSG00000109072|(HuRI)|32296183
ENSG00000082458|ENSG00000142937|(HuRI)|32296183
ENSG00000082458|ENSG00000169499|(HuRI)|32296183
ENSG00000082458|ENSG00000170579|(HuRI)|32296183
ENSG00000082458|ENSG00000184792|(HuRI)|32296183
ENSG00000082458|ENSG00000198010|(HuRI)|32296183
ENSG00000082458|ENSG00000278535|(HuRI)|32296183
ENSG00000082512|ENSG00000082512|(HuRI)|32296183
ENSG00000082512|ENSG00000083535|(HuRI)|32296183
ENSG00000082512|ENSG00000100151|(HuRI)|32296183
ENSG00000082512|ENSG00000105401|(HuRI)|32296183
ENSG00000082512|ENSG00000106511|(HuRI)|32296183
ENSG00000082512|ENSG00000116030|(HuRI)|32296183
ENSG00000082512|ENSG00000119801|(HuRI)|32296183
ENSG00000082512|ENSG00000123609|(HuRI)|32296183
ENSG00000082512|ENSG00000127191|(HuRI)|32296183
ENSG00000082512|ENSG00000129084|(HuRI)|32296183
ENSG00000082512|ENSG00000131323|(HuRI)|32296183
ENSG00000082512|ENSG00000131931|(HuRI)|32296183
ENSG00000082512|ENSG00000136811|(HuRI)|32296183
ENSG00000082512|ENSG00000137575|(HuRI)|32296183
ENSG00000082512|ENSG00000141013|(HuRI)|32296183
ENSG00000082512|ENSG00000141977|(HuRI)|32296183
ENSG00000082512|ENSG00000143013|(HuRI)|32296183
ENSG00000082512|ENSG00000143756|(HuRI)|32296183
ENSG00000082512|ENSG00000152413|(HuRI)|32296183
ENSG00000082512|ENSG00000156795|(HuRI)|32296183
ENSG00000082512|ENSG00000157020|(HuRI)|32296183
ENSG00000082512|ENSG00000160207|(HuRI)|32296183
ENSG00000082512|ENSG00000170542|(HuRI)|32296183
ENSG00000082512|ENSG00000175104|(HuRI)|32296183
ENSG00000082512|ENSG00000177875|(HuRI)|32296183
ENSG00000082512|ENSG00000183304|(HuRI)|32296183
ENSG00000082512|ENSG00000184436|(HuRI)|32296183
ENSG00000082512|ENSG00000197343|(HuRI)|32296183
ENSG00000082556|ENSG00000105374|(HuRI)|32296183
ENSG00000082781|ENSG00000094796|(HuRI)|32296183
ENSG00000082781|ENSG00000131737|(HuRI)|32296183
ENSG00000082781|ENSG00000132938|(HuRI)|32296183
ENSG00000082781|ENSG00000167110|(HuRI)|32296183
ENSG00000082781|ENSG00000172638|(HuRI)|32296183
ENSG00000082781|ENSG00000183386|(HuRI)|32296183
ENSG00000082781|ENSG00000187766|(HuRI)|32296183
ENSG00000082781|ENSG00000188581|(HuRI)|32296183
ENSG00000082781|ENSG00000197191|(HuRI)|32296183
ENSG00000082781|ENSG00000197343|(HuRI)|32296183
ENSG00000082781|ENSG00000212900|(HuRI)|32296183
ENSG00000082781|ENSG00000221837|(HuRI)|32296183
ENSG00000082781|ENSG00000221880|(HuRI)|32296183
ENSG00000082781|ENSG00000244411|(HuRI)|32296183
ENSG00000082781|ENSG00000264343|(HuRI)|32296183
ENSG00000082781|ENSG00000271383|(HuRI)|32296183
ENSG00000082781|ENSG00000272804|(HuRI)|32296183
ENSG00000083307|ENSG00000143013|(HuRI)|32296183
ENSG00000083307|ENSG00000196092|(HuRI)|32296183
ENSG00000083535|ENSG00000087338|(HuRI)|32296183
ENSG00000083535|ENSG00000088727|(HuRI)|32296183
ENSG00000083535|ENSG00000100065|(HuRI)|32296183
ENSG00000083535|ENSG00000100109|(HuRI)|32296183
ENSG00000083535|ENSG00000100151|(HuRI)|32296183
ENSG00000083535|ENSG00000100218|(HuRI)|32296183
ENSG00000083535|ENSG00000100227|(HuRI)|32296183
ENSG00000083535|ENSG00000101966|(HuRI)|32296183
ENSG00000083535|ENSG00000103528|(HuRI)|32296183
ENSG00000083535|ENSG00000105401|(HuRI)|32296183
ENSG00000083535|ENSG00000106052|(HuRI)|32296183
ENSG00000083535|ENSG00000106536|(HuRI)|32296183
ENSG00000083535|ENSG00000107560|(HuRI)|32296183
ENSG00000083535|ENSG00000109466|(HuRI)|32296183
ENSG00000083535|ENSG00000109906|(HuRI)|32296183
ENSG00000083535|ENSG00000112511|(HuRI)|32296183
ENSG00000083535|ENSG00000112559|(HuRI)|32296183
ENSG00000083535|ENSG00000114019|(HuRI)|32296183
ENSG00000083535|ENSG00000117266|(HuRI)|32296183
ENSG00000083535|ENSG00000118503|(HuRI)|32296183
ENSG00000083535|ENSG00000119703|(HuRI)|32296183
ENSG00000083535|ENSG00000120896|(HuRI)|32296183
ENSG00000083535|ENSG00000121297|(HuRI)|32296183
ENSG00000083535|ENSG00000123562|(HuRI)|32296183
ENSG00000083535|ENSG00000124074|(HuRI)|32296183
ENSG00000083535|ENSG00000126016|(HuRI)|32296183
ENSG00000083535|ENSG00000127191|(HuRI)|32296183
ENSG00000083535|ENSG00000127993|(HuRI)|32296183
ENSG00000083535|ENSG00000128596|(HuRI)|32296183
ENSG00000083535|ENSG00000132938|(HuRI)|32296183
ENSG00000083535|ENSG00000133858|(HuRI)|32296183
ENSG00000083535|ENSG00000134152|(HuRI)|32296183
ENSG00000083535|ENSG00000135655|(HuRI)|32296183
ENSG00000083535|ENSG00000135951|(HuRI)|32296183
ENSG00000083535|ENSG00000138709|(HuRI)|32296183
ENSG00000083535|ENSG00000140259|(HuRI)|32296183
ENSG00000083535|ENSG00000140553|(HuRI)|32296183
ENSG00000083535|ENSG00000140836|(HuRI)|32296183
ENSG00000083535|ENSG00000140859|(HuRI)|32296183
ENSG00000083535|ENSG00000141570|(HuRI)|32296183
ENSG00000083535|ENSG00000143514|(HuRI)|32296183
ENSG00000083535|ENSG00000145901|(HuRI)|32296183
ENSG00000083535|ENSG00000145945|(HuRI)|32296183
ENSG00000083535|ENSG00000146112|(HuRI)|32296183
ENSG00000083535|ENSG00000152404|(HuRI)|32296183
ENSG00000083535|ENSG00000155754|(HuRI)|32296183
ENSG00000083535|ENSG00000162946|(HuRI)|32296183
ENSG00000083535|ENSG00000163006|(HuRI)|32296183
ENSG00000083535|ENSG00000163071|(HuRI)|32296183
ENSG00000083535|ENSG00000163126|(HuRI)|32296183
ENSG00000083535|ENSG00000163156|(HuRI)|32296183
ENSG00000083535|ENSG00000163395|(HuRI)|32296183
ENSG00000083535|ENSG00000164609|(HuRI)|32296183
ENSG00000083535|ENSG00000164746|(HuRI)|32296183
ENSG00000083535|ENSG00000165630|(HuRI)|32296183
ENSG00000083535|ENSG00000166439|(HuRI)|32296183
ENSG00000083535|ENSG00000166689|(HuRI)|32296183
ENSG00000083535|ENSG00000167110|(HuRI)|32296183
ENSG00000083535|ENSG00000169981|(HuRI)|32296183
ENSG00000083535|ENSG00000170264|(HuRI)|32296183
ENSG00000083535|ENSG00000171703|(HuRI)|32296183
ENSG00000083535|ENSG00000172361|(HuRI)|32296183
ENSG00000083535|ENSG00000174007|(HuRI)|32296183
ENSG00000083535|ENSG00000174282|(HuRI)|32296183
ENSG00000083535|ENSG00000176619|(HuRI)|32296183
ENSG00000083535|ENSG00000177842|(HuRI)|32296183
ENSG00000083535|ENSG00000178028|(HuRI)|32296183
ENSG00000083535|ENSG00000179580|(HuRI)|32296183
ENSG00000083535|ENSG00000180448|(HuRI)|32296183
ENSG00000083535|ENSG00000182463|(HuRI)|32296183
ENSG00000083535|ENSG00000182923|(HuRI)|32296183
ENSG00000083535|ENSG00000183621|(HuRI)|32296183
ENSG00000083535|ENSG00000183690|(HuRI)|32296183
ENSG00000083535|ENSG00000185272|(HuRI)|32296183
ENSG00000083535|ENSG00000185787|(HuRI)|32296183
ENSG00000083535|ENSG00000187726|(HuRI)|32296183
ENSG00000083535|ENSG00000187778|(HuRI)|32296183
ENSG00000083535|ENSG00000187796|(HuRI)|32296183
ENSG00000083535|ENSG00000196150|(HuRI)|32296183
ENSG00000083535|ENSG00000196391|(HuRI)|32296183
ENSG00000083535|ENSG00000196843|(HuRI)|32296183
ENSG00000083535|ENSG00000197256|(HuRI)|32296183
ENSG00000083535|ENSG00000204209|(HuRI)|32296183
ENSG00000083535|ENSG00000204536|(HuRI)|32296183
ENSG00000083535|ENSG00000204713|(HuRI)|32296183
ENSG00000083535|ENSG00000206560|(HuRI)|32296183
ENSG00000083535|ENSG00000215271|(HuRI)|32296183
ENSG00000083535|ENSG00000244607|(HuRI)|32296183
ENSG00000083535|ENSG00000253797|(HuRI)|32296183
ENSG00000083635|ENSG00000273611|(HuRI)|32296183
ENSG00000083807|ENSG00000106511|(HuRI)|32296183
ENSG00000083838|ENSG00000083838|(HuRI)|32296183
ENSG00000083838|ENSG00000090061|(HuRI)|32296183
ENSG00000083838|ENSG00000094796|(HuRI)|32296183
ENSG00000083838|ENSG00000103275|(HuRI)|32296183
ENSG00000083838|ENSG00000106052|(HuRI)|32296183
ENSG00000083838|ENSG00000107882|(HuRI)|32296183
ENSG00000083838|ENSG00000111196|(HuRI)|32296183
ENSG00000083838|ENSG00000112559|(HuRI)|32296183
ENSG00000083838|ENSG00000121413|(HuRI)|32296183
ENSG00000083838|ENSG00000126391|(HuRI)|32296183
ENSG00000083838|ENSG00000127445|(HuRI)|32296183
ENSG00000083838|ENSG00000131737|(HuRI)|32296183
ENSG00000083838|ENSG00000137185|(HuRI)|32296183
ENSG00000083838|ENSG00000137218|(HuRI)|32296183
ENSG00000083838|ENSG00000137338|(HuRI)|32296183
ENSG00000083838|ENSG00000140265|(HuRI)|32296183
ENSG00000083838|ENSG00000140859|(HuRI)|32296183
ENSG00000083838|ENSG00000140987|(HuRI)|32296183
ENSG00000083838|ENSG00000148677|(HuRI)|32296183
ENSG00000083838|ENSG00000154957|(HuRI)|32296183
ENSG00000083838|ENSG00000158691|(HuRI)|32296183
ENSG00000083838|ENSG00000162714|(HuRI)|32296183
ENSG00000083838|ENSG00000162924|(HuRI)|32296183
ENSG00000083838|ENSG00000166200|(HuRI)|32296183
ENSG00000083838|ENSG00000166529|(HuRI)|32296183
ENSG00000083838|ENSG00000167840|(HuRI)|32296183
ENSG00000083838|ENSG00000171222|(HuRI)|32296183
ENSG00000083838|ENSG00000172466|(HuRI)|32296183
ENSG00000083838|ENSG00000173258|(HuRI)|32296183
ENSG00000083838|ENSG00000182318|(HuRI)|32296183
ENSG00000083838|ENSG00000184990|(HuRI)|32296183
ENSG00000083838|ENSG00000186496|(HuRI)|32296183
ENSG00000083838|ENSG00000186812|(HuRI)|32296183
ENSG00000083838|ENSG00000186814|(HuRI)|32296183
ENSG00000083838|ENSG00000187626|(HuRI)|32296183
ENSG00000083838|ENSG00000187987|(HuRI)|32296183
ENSG00000083838|ENSG00000188581|(HuRI)|32296183
ENSG00000083838|ENSG00000196388|(HuRI)|32296183
ENSG00000083838|ENSG00000196812|(HuRI)|32296183
ENSG00000083838|ENSG00000197079|(HuRI)|32296183
ENSG00000083838|ENSG00000197191|(HuRI)|32296183
ENSG00000083838|ENSG00000197279|(HuRI)|32296183
ENSG00000083838|ENSG00000197978|(HuRI)|32296183
ENSG00000083838|ENSG00000204371|(HuRI)|32296183
ENSG00000083838|ENSG00000204889|(HuRI)|32296183
ENSG00000083838|ENSG00000212901|(HuRI)|32296183
ENSG00000083838|ENSG00000221880|(HuRI)|32296183
ENSG00000083838|ENSG00000264343|(HuRI)|32296183
ENSG00000083838|ENSG00000271383|(HuRI)|32296183
ENSG00000083844|ENSG00000100151|(HuRI)|32296183
ENSG00000083844|ENSG00000105497|(HuRI)|32296183
ENSG00000083844|ENSG00000112559|(HuRI)|32296183
ENSG00000083844|ENSG00000114107|(HuRI)|32296183
ENSG00000083844|ENSG00000128596|(HuRI)|32296183
ENSG00000083844|ENSG00000133704|(HuRI)|32296183
ENSG00000083844|ENSG00000146063|(HuRI)|32296183
ENSG00000083844|ENSG00000161202|(HuRI)|32296183
ENSG00000083844|ENSG00000167625|(HuRI)|32296183
ENSG00000083844|ENSG00000171444|(HuRI)|32296183
ENSG00000083844|ENSG00000187766|(HuRI)|32296183
ENSG00000083844|ENSG00000188155|(HuRI)|32296183
ENSG00000083844|ENSG00000197978|(HuRI)|32296183
ENSG00000083844|ENSG00000212724|(HuRI)|32296183
ENSG00000083844|ENSG00000213417|(HuRI)|32296183
ENSG00000083844|ENSG00000272804|(HuRI)|32296183
ENSG00000083896|ENSG00000100151|(HuRI)|32296183
ENSG00000083896|ENSG00000112232|(HuRI)|32296183
ENSG00000083896|ENSG00000119403|(HuRI)|32296183
ENSG00000083896|ENSG00000125775|(HuRI)|32296183
ENSG00000083896|ENSG00000131773|(HuRI)|32296183
ENSG00000083896|ENSG00000136527|(HuRI)|32296183
ENSG00000083896|ENSG00000161202|(HuRI)|32296183
ENSG00000083896|ENSG00000165119|(HuRI)|32296183
ENSG00000083896|ENSG00000169800|(HuRI)|32296183
ENSG00000083896|ENSG00000176444|(HuRI)|32296183
ENSG00000083896|ENSG00000188155|(HuRI)|32296183
ENSG00000083896|ENSG00000205937|(HuRI)|32296183
ENSG00000083896|ENSG00000206560|(HuRI)|32296183
ENSG00000083896|ENSG00000226941|(HuRI)|32296183
ENSG00000083896|ENSG00000234414|(HuRI)|32296183
ENSG00000084070|ENSG00000105392|(HuRI)|32296183
ENSG00000084070|ENSG00000112305|(HuRI)|32296183
ENSG00000084070|ENSG00000120149|(HuRI)|32296183
ENSG00000084070|ENSG00000134107|(HuRI)|32296183
ENSG00000084070|ENSG00000158246|(HuRI)|32296183
ENSG00000084070|ENSG00000179222|(HuRI)|32296183
ENSG00000084070|ENSG00000183283|(HuRI)|32296183
ENSG00000084070|ENSG00000186930|(HuRI)|32296183
ENSG00000084207|ENSG00000092295|(HuRI)|32296183
ENSG00000084207|ENSG00000094796|(HuRI)|32296183
ENSG00000084207|ENSG00000100065|(HuRI)|32296183
ENSG00000084207|ENSG00000105991|(HuRI)|32296183
ENSG00000084207|ENSG00000109771|(HuRI)|32296183
ENSG00000084207|ENSG00000112214|(HuRI)|32296183
ENSG00000084207|ENSG00000131737|(HuRI)|32296183
ENSG00000084207|ENSG00000131738|(HuRI)|32296183
ENSG00000084207|ENSG00000132938|(HuRI)|32296183
ENSG00000084207|ENSG00000143382|(HuRI)|32296183
ENSG00000084207|ENSG00000170523|(HuRI)|32296183
ENSG00000084207|ENSG00000186930|(HuRI)|32296183
ENSG00000084207|ENSG00000188581|(HuRI)|32296183
ENSG00000084207|ENSG00000197191|(HuRI)|32296183
ENSG00000084207|ENSG00000197343|(HuRI)|32296183
ENSG00000084207|ENSG00000212899|(HuRI)|32296183
ENSG00000084207|ENSG00000212901|(HuRI)|32296183
ENSG00000084207|ENSG00000221880|(HuRI)|32296183
ENSG00000084207|ENSG00000264343|(HuRI)|32296183
ENSG00000084207|ENSG00000271383|(HuRI)|32296183
ENSG00000084207|ENSG00000272804|(HuRI)|32296183
ENSG00000084463|ENSG00000100934|(HuRI)|32296183
ENSG00000084463|ENSG00000160185|(HuRI)|32296183
ENSG00000084463|ENSG00000171160|(HuRI)|32296183
ENSG00000084463|ENSG00000187778|(HuRI)|32296183
ENSG00000084652|ENSG00000088808|(HuRI)|32296183
ENSG00000084652|ENSG00000094796|(HuRI)|32296183
ENSG00000084652|ENSG00000096401|(HuRI)|32296183
ENSG00000084652|ENSG00000099365|(HuRI)|32296183
ENSG00000084652|ENSG00000100109|(HuRI)|32296183
ENSG00000084652|ENSG00000100721|(HuRI)|32296183
ENSG00000084652|ENSG00000100916|(HuRI)|32296183
ENSG00000084652|ENSG00000106089|(HuRI)|32296183
ENSG00000084652|ENSG00000113638|(HuRI)|32296183
ENSG00000084652|ENSG00000115806|(HuRI)|32296183
ENSG00000084652|ENSG00000117360|(HuRI)|32296183
ENSG00000084652|ENSG00000120860|(HuRI)|32296183
ENSG00000084652|ENSG00000120896|(HuRI)|32296183
ENSG00000084652|ENSG00000123094|(HuRI)|32296183
ENSG00000084652|ENSG00000123609|(HuRI)|32296183
ENSG00000084652|ENSG00000126337|(HuRI)|32296183
ENSG00000084652|ENSG00000128596|(HuRI)|32296183
ENSG00000084652|ENSG00000130307|(HuRI)|32296183
ENSG00000084652|ENSG00000131737|(HuRI)|32296183
ENSG00000084652|ENSG00000134717|(HuRI)|32296183
ENSG00000084652|ENSG00000135205|(HuRI)|32296183
ENSG00000084652|ENSG00000135249|(HuRI)|32296183
ENSG00000084652|ENSG00000136146|(HuRI)|32296183
ENSG00000084652|ENSG00000138101|(HuRI)|32296183
ENSG00000084652|ENSG00000140481|(HuRI)|32296183
ENSG00000084652|ENSG00000140743|(HuRI)|32296183
ENSG00000084652|ENSG00000141013|(HuRI)|32296183
ENSG00000084652|ENSG00000142611|(HuRI)|32296183
ENSG00000084652|ENSG00000143514|(HuRI)|32296183
ENSG00000084652|ENSG00000145901|(HuRI)|32296183
ENSG00000084652|ENSG00000147439|(HuRI)|32296183
ENSG00000084652|ENSG00000150477|(HuRI)|32296183
ENSG00000084652|ENSG00000150776|(HuRI)|32296183
ENSG00000084652|ENSG00000153914|(HuRI)|32296183
ENSG00000084652|ENSG00000156831|(HuRI)|32296183
ENSG00000084652|ENSG00000157470|(HuRI)|32296183
